text,acq,alum,barley,bop,carcass,castor-oil,cocoa,coconut,coconut-oil,coffee,copper,copra-cake,corn,cotton,cotton-oil,cpi,cpu,crude,dfl,dlr,dmk,earn,fuel,gas,gnp,gold,grain,groundnut,groundnut-oil,heat,hog,housing,income,instal-debt,interest,ipi,iron-steel,jet,jobs,l-cattle,lead,lei,lin-oil,livestock,lumber,meal-feed,money-fx,money-supply,naphtha,nat-gas,nickel,nkr,nzdlr,oat,oilseed,orange,palladium,palm-oil,palmkernel,pet-chem,platinum,potato,propane,rand,rape-oil,rapeseed,reserves,retail,rice,rubber,rye,ship,silver,sorghum,soy-meal,soy-oil,soybean,strategic-metal,sugar,sun-meal,sun-oil,sunseed,tea,tin,trade,veg-oil,wheat,wpi,yen,zinc
"AFG <AFG>, WAGNER/BROWN BID FOR GENCORP <GY>. <General Partners>, controlled by privately-held Wagner and Brown and by AFG Industries Inc, said it has started a tender offer for all common shares of GenCorp Inc and associated defensive preferred share purchase rights for 100 dlrs a share. GenCorp stock closed yesterday in composite tape trading at 90.50 dlrs a share, up two dlrs on the day. In a newspaper advertisement, General Partners said the offer and withdrawal rights expire April 14 unless extended. General Partners said the offer is conditioned on receipt of sufficient financing to buy all shares on a fully diluted basis and receipt of enough shares to give General Partners at least 51 pct voting power, again fully diluted. It said the offer is also conditioned on GenCorp redeeming the defensive rights or General Partners being satisfied that the rights have been invalidated and General Partners obtaining from the Federal Communications Commission a special temporary authorization allowing completion of the acquisition of GenCorp shares. General Partners said it would set up voting trust arrangements pending review of its long-form application for FCC approval of its acquisition of control of GenCorp's broadcasting subsidiary. The partnership said the offer is further conditioned on GenCorp management withdrawing its proposals to amend the company's articles of incorporation and code of regulations to provide for an increase in authorized common shares, a classified board of directors and the elimination of cumulative voting. The latter two changes would make it harder for minority shareholders to elect directors. General Partners said it is asking GenCorp for its shareholder lists for help in disseminating the offer. GenCorp has about 22.3 mln shares outstanding, making the value of the offer about 2.23 billion dlrs. Last fall, AFG and Wagner and Brown offered to acquire <Lear Siegler Inc> for about 1.44 billion dlrs but withdrew the offer when higher bids emerged and due to complications of the Tax Reform Act of 1986. Lear Siegler eventually went private for 1.66 billion dlrs. GenCorp is involved in tire and plasticmaking and aerospace as well as broadcasting. The company faces challenges to its two television and 12 radio station licenses, partly becuase it failed to inform the FCC about allegedly improper foreign payments and political contributions. GenCorp has agreed to sell its New York-area television station WOR to MCA Inc <MCA> for 387 mln dlrs and its Los Angeles station KHJ to Walt Disney Co <DIS> for 217 mln dlrs. An investor group challenging the Los Angeles license would also receive 103 mln dlrs from Disney. For the year ended November 30, GenCorp earned 130 mln dlrs on sales of 3.10 billion dlrs. A GenCorp spokesman said the offer came as a surprise and the company was not yet in a position to comment on the bid. Reuter ",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GOLDEN POULTRY <CHIK> TO MAKE ACQUISITION. golden Poultry Co Inc said it has signed a letter of intent to purchase privately-held food distributor Don Lowe Foods Inc of Pompano Beach, Fla., for undisclosed terms, subject to approval by both boards. It said Tampa operations of Lowe are not involved in the sale. Reuter ",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RICHMOND HILL<RICH>, RIVERHEAD END MERGER TALKS. Richmond Hill Savings Bank and <Riverhead Savings Bank FSB> said they terminated their previously announced merger negotiations. The banks gave no reason for ending the talks, which began on January 14. Reuter ",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LILCO <LIL> REVISES 1986 NET TO INCLUDE LOSS. Long Island Lighting Co said it revised its preliminary 1986 net income to include a 16 mln dlrs after tax provision for its investment in the Jamesport Nuclear units. Due to the provision, it said its revised 1986 net income was 316.7 mln dlrs or 2.13 dlrs per share after deducting for preferred stock dividend requirements, which were not paid in either 1986 or 1985. It had earlier reported 1986 income of 332.7 mln dlrs or 2.28 dlrs per share. LILCO also said its board authorized contracts for its corporate officers calling for payment of one year's salary, and continuation of insurance and retirement benefits if the company changes hands and these officers lose their jobs. LILCO said none of these contracts will result in additional costs to its customers. Lilco said the downward revision in its 1986 earnings is a reserve established to reflect a settlement agreement with the staff of New York State's Public Service Commission respecting the utility's spending on a nuclear power station planned for, but never built at, Jamestown, N.Y. The company declined to detail the settlement, explaining the settlement has not been approved by the commission. Lilco was seeking to include costs totaling 118 mln dlrs for the abandoned nuclear power plant project in its rate base, a spokeswoman said. Reuter ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LABOR DEPT REPORTS U.S. REAL EARNINGS ROSE 0.6 PCT IN FEB AFTER BEING UNCHANGED IN JAN. ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FIRST MISSISSIPPI CORP <FRM> SETS PAYOUT. Qtly div six cts vs six cts prior Pay April 28 Record March 31 Reuter ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KANSAS CITY SOUTHERN INDUSTRIES SAYS IT EAGER TO PURCHASE SOUTHERN PACIFIC RAILROAD. ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PEMEX LOWERS FEBRUARY FAR EAST CRUDE OIL PRICES. The Mexican state oil company Petroleos Mexicanos (PEMEX) said its Far East customers would be charged 17.25 dlrs per barrel for Isthmus crude in February and 14.45 dlrs for the heavier Maya. Pemex said this was 32 cts less than January Isthmus and 15 cts less than January Maya. Far East customers, primarily Japan which buys an average 180,000 barrels per day of which 150,000 is Isthmus, pay retroactively while European and U.S. clients are charged per delivery. Reuter ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DIXONS HAS 56 PCT OF CYCLOPS CORP. Dixons Group Plc <DXNS.L> said its tender offer for all of the common shares in <Cyclops Corp> of the U.S. Expired at midnight yesterday and that it had accepted approximately 2.3 mln shares in the company at 90.25 dlrs each. This represents just over 54 pct of the outstanding shares on a fully diluted basis. But including shares already owned, Dixons now holds a total of 56 pct of the fully diluted outstanding shares. The company said it is now entitled to subscribe for all the authorised but unissued and unreserved shares of common stock of Cyclops, which total some 5.4 mln shares, at 90.25 dlrs each. Dixons said it has waived its condition that 80 pct of the fully diluted outstanding shares be validly tendered and not withdrawn. Dixons launched the agreed 384 mln dlr offer on February 17 this year in the wake of its unsuccessful battle to take over the U.K. Retail store chain Woolworth Holdings Plc <WLUK.L>. Dixons shares were last quoted at 390p, up on last night's close of 380p. On Friday, <CYACQ Corp>, an investor group formed by Audio/Video Affiliates Inc <AVA> and Citicorp <CCI>, said it would increase the price it was offering for all Cyclops shares to 92.50 dlrs from 80.00 dlrs each if Cyclops would provide it with confidential information given to Dixons and if it were satisfied that any rights Dixon might have to recover fees or expenses from Dixons or to buy Cyclops stock would be rescinded or proved invalid. Audio/Video's offer is scheduled to expire March 20. Reuter ",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ECONOMISTS SEE SLUGGISH JAPANESE ECONOMY AHEAD. The Japanese economy will remain sluggish in the months ahead after turning in its worst performance for 12 years in 1986, private economists said. Consumer spending, a main driving force of domestic demand, was likely to remain lacklustre although brisk housing and business investment would help sustain the economy this year, the economists said. They said they were shocked by an Economic Planning Agency report today that private spending fell 0.7 pct in the Oct/Dec quarter for the first time in 12 years. The report said Japan's gross national product rose a real 0.8 pct in Oct/Dec after a revised 0.7 pct increase in the previous quarter. It said GNP growth for 1986 was a real 2.5 pct, down from 4.7 pct in 1985. Agency officials said this was the worst performance since 1974 when GNP contracted 1.4 pct in the wake of the first oil crisis. They expressed concern about the 0.7 pct decline in consumer spending in the final quarter of 1986 but said it was only temporary as exceptionally warm winter weather had depressed retail sales. But most private economists disagreed and said consumers were likely to remain pessimistic in coming months as they saw their real income level off. ""Sure, consumers may have spent less on winter clothes or heating apparatus because of the warm winter this year, but they have done so because they have become even more uneasy about their future pay rises,"" said Shoji Saito, general manager of Mitsui Bank's economic research division. He said the outlook for pay increases was gloomy because of falling employment in many industries, particularly those hit hard by the yen's rise. Masao Suzaki, senior economist at the Bank of Tokyo, said weakened consumer confidence was the most worrying factor. Without brisk consumer spending, Japan can hardly achieve domestically generated economic growth as the government has put a lid on fiscal measures, he said. Other economists said the 0.8 pct growth registered in Oct/Dec may have been inflated by special factors, including exceptionally heavy spending in the public sector. Johsen Takahashi, chief economist at Mitsubishi Research Institute, said the 14.4 pct increase in public sector spending in Oct/Dec resulted from an issue of gold coins. ""This is just a one-shot spending and we can't expect that high level of public-sector consumption in the following quarter,"" Takahashi said. Agency officials said public spending would have risen 1.1 pct in Oct/Dec without the issue, which marked 60 years of Emperor Hirohito's reign. Takahashi said the economy might contract in the current quarter given the lack of additional significant government spending and sluggish consumer spending. Saito said the most effective government action would be income tax cuts and the postponement beyond next January of a proposed controversial sales tax. REUTER ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SCITEX CORP <SCIXF> 4TH QTR LOSS. Shr loss 46 cts vs loss 1.17 dlrs Net loss 4,990,000 vs loss 12.8 mln Revs 47.0 mln vs 42.3 mln Year Shr loss 3.08 dlrs vs loss 1.28 dlrs Net loss 33.7 mln vs loss 13.3 mln Revs 132.8 mln vs 132.5 mln Avg shrs 10.9 mln vs 10.4 mln NOTE: Includes losses of 501,000 vs 83,000 in qtr and 2.2 mln vs 83,000 in year from equity of 50 pct-owned companies. Reuter ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SAFEGUARD SCIENTIFIC <SFE> UNIT BUYS SUBSIDIARY. Safeguard Scientific Inc said its subsidiary, Coherent Communications Systems Corp, purchased a telecommunications equipment business for an undisclosed amount of cash, notes and Coherent common stock. Safeguard said it bought the business unit from Comsat TeleSystems Inc, a subsidiary of Communications Satellite Corp <CQ>. Reuter ",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SHELL CANADA RAISES CRUDE PRICES BY 64 CANADIAN CTS/BBL TODAY AT EDMONTON. ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FRANCE WILL FIGHT EC FARM PROPOSALS - MINISTER. French Agricultural Minister Francois Guillaume warned that France would flatly reject proposed reforms of the European Community, EC, cereals, sugar and oilseeds sectors, which he said would disrupt these markets. The EC Commission's proposals to shorten the intervention period and lower monthly premiums for cereals and increase the financial burden on the sugar producers will also result in lower real prices for producers, he told farmers here. ""I give you my word that France, while it will not reject technical adjustments or serious discussion, will simply reply in the negative to these bad reforms,"" Guillaume told the annual conference of the country's major farm union, FNSEA (Federation Nationale des Syndicats Dexploitants Agricoles). Community agricultural ministers are due to meet again Monday to try and agree a package of reforms to curb spiralling EC output and fix farm prices for 1987/88. Relations between the government and farmers have become strained in France in recent months. There have been sporadic but frequent demonstrations by farmers protesting over sharp falls in meat and pork prices and further cutbacks in Community milk output. But Guillaume's warning that he would reject reorganisation of the EC cereal and sugar markets -- France being a major producer of both crops -- won him warm applause from the FNSEA's farmers. His pledge to fight the EC proposals and push for the complete dismantling of the system of cross border taxes designed to smooth out currency differences known as Monetary Compensatory Amounts, MCA's, however, are unlikely to avoid further protests by producers. Farm leader Raymond Lacombe said the union planned to go ahead with a series of major protests both in France and abroad against the EC Commission's proposals to overhaul the farm sector. ""The Minister's proposals back up our determination to organise union action in the coming weeks,"" he told reporters, adding that this could also act in Guillaume's favour on a ministerial level. Guillaume was head of the FNSEA for many years before being appointed farm minister last spring. Lacombe refused to say whether the farmers felt that Guillaume was doing a good job as farm minister. There have been certain advances on cutting production costs, reducing fiscal costs and awarding drought aid, but there are still areas where more could be done such as on farmers' indebtedness, he said. Guillaume told the conference the government will make available 2.4 billion francs (396 mln dlrs) to help producers reduce milk output and to encourage older farmers to retire. The government has already announced financial aid for the milk sector and it was not clear how much of the package announced today was new aid, Lacombe said. Reuter ",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"U.K. WHEAT AND BARLEY EXPORTS ADJUSTED UPWARDS. The U.K. Exported 612,000 tonnes of wheat and 498,800 tonnes of barley in February, the Home Grown Cereals Authority (HGCA) said. Based on the previous provisional figures issued for February, wheat exports were increased by 480,200 tonnes and barley by 283,800 tonnes. The new figures bring cumulative wheat exports for the period July 1-March 13 to 3.66 mln tonnes and barley to 3.50 mln, compared with 1.47 and 2.09 mln tonnes respectively last season. REUTER ",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"LATIN OIL PRODUCERS TO MEET IN CARACAS. Five regional oil producing nations will gather in Caracas tommorrow for a two-day meeting expected to center on ways to combat proposals for a U.S. tax on imported petroleum, the Venezuela's ministry of energy and mines said. Oil ministers from Mexico, Trinidad and Tobago, Ecuador and Venezuela will be on hand for the fifth meeting of the informal group of Latin American and Caribbean Petroleum Exporters, formed in 1983, it said. Colombia will also attend for the first time, as an observer nation, the ministry said. Energy and Mines Minister Arturo Hernandez Grisanti said the conference has no set agenda but one entire session Friday will be devoted to proposals for a tax on imported oil. Two of the group's members, Venezuela and Mexico, are second and third largest foreign suppliers of oil to the United States, respectively, following Canada. Venezuela, concerned about the effect such a tax would have on its exports, undertook a diplomatic push to coordinate strategy against such measures. In February, Canadian Energy Minister Marcel Masse was invited to Caracas for talks with Hernandez on proposals for an oil import tax. Reuter ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IMO DELAVAL <IMD> SETS INITIAL DIVIDEND. Imo Delaval said its board declared an initial quarterly dividend of 14 cts per share, payable April 24 to holders of record on April 6. Reuter ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MOBEX COMPLETES GRANT INDUSTRIES <GTX> TENDER. Mobex Corp, a private building product concern, said as of late yesterday it had accepted about 2.3 mln shares or 98 pct of Grant Industries Inc under a tender offer. The 7.75 dlrs a share cash offer expired at 2000 EST yesterday. Mobex said its Mobex Acquisition Corp unit accepted 2,316,940 shares of Grant common, or about 98 pct of the 2,369,799 shares presently outstanding, at the tender price. Reuter ",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ATICO FINANCIAL CORP <ATFC> 4TH QTR NET. Shr 30 cts vs 5.92 dlrs Net 1,142,000 vs 16.0 mln Revs 10.6 mln vs 24.2 mln Year Shr 90 cts vs 6.20 dlrs Net 3,320,000 vs 16.9 mln Revs 45.00 mln vs 26.2 mln NOTE: 1986 4th qtr and yr amounts include acquisition of 98.8 pct of common of Atico, formerly Peninsula Federal Savings and Loan Association, on January 24, 1986. 1985 4th qtr and yr net include net gain of 15.9 mln dlrs or 5.86 dlrs per share on exchange of common of Pan America Banks Inc for common of NCNB Corp purusant to a merger of the companies. Reuter ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
<BURKE-PARSONS-BOWLBY> CORP SETS REGULAR PAYOUT. Qtrly div three cts vs three cts prior Pay May 15 Record April 24 Reuter ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DALLAS CORP <DLS> 4TH QTR LOSS. Oper shr loss 22 cts vs profit 10 cts Oper net loss 1,626,000 vs pofit 702,000 Revs 98.3 mln vs 105.1 mln 12 mths Oper shr profit 18 cts vs profit 82 cts Oper net profit 1,293,000 vs profit 5,940,000 Revs 396.2 mln vs 396.7 mln Note: Oper net excludes loss from discontinued operations of 2,112,000 dlrs or 39 cts a share for year-ago qtr and 2,036,000 dlrs or 1.10 dlrs a share for year-ago 12 mths. Reuter ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"J.P. MORGAN <JPM> INCREASES PRIME RATE. J.P. Morgan and Co Inc said it is raising its prime lending rate to 7-3/4 pct from 7-1/2 pct, effective today. Most major U.S. banks are now posting a 7-3/4 pct rate. Citibank was the first to announce an increase on Tuesday. Reuter ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U.K. MONEY MARKET OFFERED BORROWING FACILTIES. The Bank of England said it had offered borrowing facilities to those discount houses wishing to use them at 1430 GMT. The Bank also said it provided the money market 456 mln stg assistance in the afternoon session bringing its total help so far today to 493 mln stg. This compares with its forecast of a shortage in the system today of around 700 mln stg. The central bank purchased bank bills outright comprising 41 mln stg in band one at 10-7/8 pct 361 mln stg in band two at 10-13/16 pct and 54 mln stg in band three at 10-3/4 pct. Money market dealers said the Bank of England has recently used the offer of borrowing facilities to signal that it does not want to see an early reduction in U.K. Base lending rates. The Bank does this by lending to the discount houses at rates of interest higher than its prevailing money market dealing rates. REUTER ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"INFINITE GRAPHICS <INFG> SEES HIGHER 4TH QTR. Infinite Graphics Inc expects earnings for the fourth quarter ending April 30 to exceed the 127,587 dlrs, or seven cts a share posted a year ago, Chairman Clifford F. Stritch Jr. told a meeting of financial analysts. Stritch also said the company's annual revenues should exceed 6.0 mln dlrs, up from 4.1 mln dlrs in the previous fiscal year. He said the company, which markets advanced computer-aided engineering, design and manufacturing systems, plans to double its dealers to 50 during the coming fiscal year. Reuter ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LUCKY STORES <LKS>, EDELMAN IN STANDSTILL PACT. Lucky Stores Inc said it and investor Asher Edelman agreed on a settlement that prohibits Edelman and his group from taking specified actions to obtain control of the company and that limits the Edelman group's ownership of Lucky's stock to less than five pct of any voting securities. The arrangement also provides for the dismissal of pending litigation between the parties, Lucky Stores said. The settlement also calls for the withdrawal of Edelman's motion to intervene in pending shareholder actions against Lucky Stores and its directors, the company said. In addition, the standstill provisions also apply to Hancock Fabrics after it is spun off to Lucky stockholders, the company said. Lucky Stores said the arrangement also calls for the company to submit to stockholders at a special meeting set for December 31 a proposal from Edelman seeking their views concerning repeal of a charter provision that limits the voting power of substantial Lucky stockholders. Edelman, who owns about five pct of Lucky Stores' stock, last year was rebuffed in his effort to acquire the company. Last October Lucky Stores implimented a restructuring program that included the repurchase of 28 pct of its own common shares and reincorporation in Delaware. The spinoff of Hancock Textile Co, a chain of 324 retail stores, was one of the key parts of the restructuring program. Edelman and his Plaza Securities Co partnership subsequently sued in an attempt to block the proposed reincorporation, which was a condition of the repurchase and restructuring plan. Under this latest arrangement, Lucky Stores said it agreed to reimburse the Edelman group for 2.8 mln dlrs of out-of-pocket expenses, which include litigation and other costs. ""This agreement serves the interests of Lucky stockholders by avoiding the significant cost of continued litigation and the accompanying demands on management time,"" Lucky Stores chairman John Lillie said in a statement. Reuter ",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SIERRACIN CORP <SER> 4TH QTR NET. Oper shr profit nine cts vs loss 26 cts Oper net profit 313,000 vs loss 860,000 Revs 18.8 mln vs 16.4 mln Year Oper shr profit 45 cts vs loss 47 cts Oper net profit 1,543,000 vs loss 1,582,000 Revs 72.7 mln vs 61.4 mln Note: Current qtr and year figures exclude losses from discontinued operations of 179,000 dlrs, or five cts per share and 901,000 dlrs, or 27 cts per share, respectively. Prior qtr and year figures exclude losses from discontinued operations of 600,000 dlrs, or 17 cts per share and 1.1 mln dlrs, or 33 cts per share, respectively. Reuter ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CALTEX TO RAISE BAHRAIN OIL PRODUCT PRICES. Caltex Petroleum Corp said it will raise posted prices for naphtha and several grades of residual fuel in Bahrain, effective March 25. Caltex, a joint venture of Chevron Corp <CHV> and Texaco INC <TX>, said its naphtha posting is up four cts a gallon to 43 cts. It said it is raising its marine diesel oil posting by 30 cts a barrel to 20.24 dlrs a barrel. Light, medium, and heavy fuel oil postings are up 1.50 dlrs a barrel, the company said. This will bring the light fuel oil price to 16.90 dlrs, medium to 15.50 dlrs, and heavy to 14.60 dlrs, the company said. Reuter ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
