text,acq,alum,barley,bop,carcass,castor-oil,cocoa,coconut,coconut-oil,coffee,copper,copra-cake,corn,cotton,cotton-oil,cpi,cpu,crude,dfl,dlr,dmk,earn,fuel,gas,gnp,gold,grain,groundnut,groundnut-oil,heat,hog,housing,income,instal-debt,interest,ipi,iron-steel,jet,jobs,l-cattle,lead,lei,lin-oil,livestock,lumber,meal-feed,money-fx,money-supply,naphtha,nat-gas,nickel,nkr,nzdlr,oat,oilseed,orange,palladium,palm-oil,palmkernel,pet-chem,platinum,potato,propane,rand,rape-oil,rapeseed,reserves,retail,rice,rubber,rye,ship,silver,sorghum,soy-meal,soy-oil,soybean,strategic-metal,sugar,sun-meal,sun-oil,sunseed,tea,tin,trade,veg-oil,wheat,wpi,yen,zinc
"PHILIPPINES TO LOBBY U.S. FOR HIGHER SUGAR QUOTA. The Philippines will ask the U.S. Agriculture Department (USDA) to increase its 1987 sugar import quota following market reports that Taiwan will not be able to fulfil its quota, Sugar Regulation Administration (SRA) chairman Arsenim Yulo said. Yulo told Reuters the SRA would also protest a USDA move to award Taiwan's shortfall to the Dominican Republic. The Dominican Republic already has a larger sugar quota, Yulo said. ""Any Taiwanese shortfall should be awarded to the Philippines or at the least we should share a hike with the Dominican Republic."" The USDA last December listed 1987 sugar import quota allocations for the Dominican Republic at 160,160 short tons and for Taiwan at 10,920 short tons. The Philippines has said it was badly hit by a cut in its quota to 143,780 short tons from 231,660 in 1986. REUTER ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"CCC CREDITS FOR BANGLADESH AMENDED - USDA. The Commodity Credit Corporation (CCC) has reallocated 5.0 mln dlrs in credit guarantees previously earmarked for sales of U.S. wheat to provide coverage for sales of U.S. vegetable oil to Bangladesh, the U.S. Agriculture Department said. USDA said the action was taken at the request of the Bangladesh government and reduces the guarantee line authorized for wheat sales from 25.0 mln dlrs to 20.0 and creates a new line of 5.0 mln dlrs for vegetable oils. To be eligible for coverage under the CCC's Intermediate Export Credit Program, credit terms must be in excess of three years, but not more than seven years. All sales covered by the credit guarantees must be registered and shipped by September 30, 1987, USDA said. Reuter ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"U.S. SUGAR PROGRAM CUT SENT TO CONGRESS BY USDA. The U.S. Agriculture Department formally transmitted to Congress a long-awaited proposal to drastically slash the sugar loan rate and compensate growers for the cut with targeted income payments. In a letter to the Congressional leadership accompanying the ""Sugar Program Improvements Act of 1987"", Peter Myers, Deputy Agriculture Secretary, said the Reagan administration wants the sugar loan rate cut to 12 cents per pound beginning with the 1987 crop, down from 18 cts now. Sugarcane and beet growers would be compensated by the government for the price support cut with targeted income payments over the four years 1988 to 1991. The payments would cost an estimated 1.1 billion dlrs, Myers said. The administration sugar proposal is expected to be introduced in the House of Representatives next week by Rep. John Porter, R-Ill. Congressional sources said the program cut is so drastic it is unlikely to be adopted in either the House or Senate because politically-influential sugar and corn growers and high fructose corn syrup producers will strongly resist. The direct payment plan outlined by the administration targets subsidies to small cane and beet growers and gradually lowers payments over four years. It also excludes from payment any output exceeding 20,000 short tons raw sugar per grower. For example, on the first 350 tons of production, a grower would receive 6 cts per lb in fiscal 1988, 4.5 cts in 1989, 3 cts in 1990 and 1.5 cts in 1991. The income payments would be based on the amount of commercially recoverable sugar produced by a farmer in the 1985 or 1986 crop years, whichever is less, USDA said. Myers said the administration is proposing drastic changes in the sugar program because the current high price support is causing adverse trends in the sugar industry. He said the current program has artificially stimulated domestic sugar and corn sweetener production which has allowed corn sweeteners to make market inroads. U.S. sugar consumption has declined which has resulted in a ""progressive contraction"" of the sugar import quota to only one mln short tons this year, he said. This has hurt cane sugar refiners who rely on imported sugar processing. Furthermore, USDA said the current sugar program gives overseas manufacturers of sugar-containing products a competitive advantage. The result has been higher imports of sugar-containing products and a flight of U.S. processing facilities overseas to take advantage of cheaper sugar. USDA also said the current program imposes a heavy cost on U.S. consumers and industrial users. In fiscal 1987, USDA said consumers are paying nearly two billion dlrs more than necessary for sugar. ""Enactment of this bill will reduce the price gap between sweeteners and help to correct or stabilize the many adverse impacts and trends which the sugar industry is currently facing,"" Myers said. The following table lists the rate of payments, in cts per lb, to growers and the quantity covered, in short tons recoverable raw sugar, under the administration's proposal to compensate sugar growers with targeted payments. QUANTITY 1988 1989 1990 1991 First 350 tons 6.000 4.500 3.000 1.500 Over 350 to 700 5.750 4.313 2.875 1.438 Over 700 to 1,000 5.500 4.125 2.750 1.375 Over 1,000 to 1,500 5.000 3.750 2.500 1.250 Over 1,500 to 3,000 4.500 3.375 2.250 1.125 Over 3,000 to 6,000 3.500 2.625 1.750 0.875 Over 6,000 to 10,000 2.250 1.688 1.125 0.563 Over 10,000 to 20,000 0.500 0.375 0.250 0.125 Over 20,000 tons nil nil nil nil Reuter ",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"FINAL 50/50 CORN CERTS SEEN AT 1.6 BILLION DLRS. The Agriculture Department will have to release an estimated 1.6 billion dlrs worth of in-kind certificates, or certs, to corn farmers this fall if USDA decides to maintain an equal split of total 1986 feedgrain deficiency payments in cash and certs, USDA officials said. Final 1986 crop deficiency payments will be available to feed grain producers in October. Wheat deficiency payments for the 1986 crop, now complete, were made in a 50/50 cash-certificate split, and USDA officials have indicated they want to do the same for feedgrains. Over 3.2 billion dlrs of an estimated 6.0 billion in corn deficiency payments have already been announced, with 1.42 billion dlrs (43 pct) set in certificates. The final payment must be 1.6 billion dlrs in certs (57 pct) for a 50/50 split. However, the release this month of almost 600 mln dlrs of deficiency payments was equally divided in cash and certs, doing nothing to bring up the percentage of certs. Some USDA analysts said the payments reflected hesitation from the Office of Managament and Budget to allow another huge release of certs onto the market. Bills are pending in Congress to move up the final feedgrain deficiency payment to ""as soon as five months after harvest as possible,"" rather than the current year lag time. Neither Rep. Edward Madigan (R-Ill.) nor Sen. Bob Dole (R-Kans.), sponsors of the bills, have brought the legislation forward. Aides said timing will depend on budget discussions. Reuter ",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COCOA COUNCIL HEAD TO PRESENT BUFFER COMPROMISE. International Cocoa Organization, ICCO, council chairman Denis Bra Kanon will present a compromise proposal on buffer stock rules to producer and consumer delegates either later today or tomorrow morning, delegates said. Bra Kanon held private bilateral consultations with major producers and consumers this morning to resolve outstanding differences, mostly on the issues of how much non-member cocoa the buffer stock can purchase and price differentials for different varieties. Delegates were fairly confident the differences could be worked out in time to reach agreement tomorrow. Some consuming member nations, including Britain and Belgium, favour the buffer stock buying more than 10 pct non-member cocoa, delegates have said. The consumers argue that buying cheaper, lower quality non-member cocoas, particularly Malaysian, will most effectively support prices because that low quality cocoa is currently pressuring the market. Producers, meanwhile, say non-member cocoa should make up at most a very small percentage of the buffer. They say Malaysia should not be able to benefit from the ICCO unless it is a member, and if the buffer stock bought Malaysian cocoa Malaysia would have no incentive to join, delegates said. As to differentials, Ghana apparently wanted a higher differential for its cocoa than is outlined in the most recent proposal, so it would have a better chance of having its cocoa bought for the buffer stock, producer delegates said. Some consumers wanted differentials to be adjusted in a way that would not promote buffer stock purchases of the more expensive cocoas, such as Ghanaian and Brazilian, they said. Other technical points need to be sorted out, including limits on how much cocoa the buffer stock manager can buy in nearby, intermediate and forward positions and the consequent effect on prices in the various deliveries, delegates said. Reuter ",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NATIONAL AVERAGE PRICES FOR FARMER-OWNED RESERVE. The U.S. Agriculture Department reported the farmer-owned reserve national five-day average price through February 25 as follows (Dlrs/Bu-Sorghum Cwt) - Natl Loan Release Call Avge Rate-X Level Price Price Wheat 2.55 2.40 IV 4.65 -- V 4.65 -- VI 4.45 -- Corn 1.35 1.92 IV 3.15 3.15 V 3.25 -- X - 1986 Rates. Natl Loan Release Call Avge Rate-X Level Price Price Oats 1.24 0.99 V 1.65 -- Barley n.a. 1.56 IV 2.55 2.55 V 2.65 -- Sorghum 2.34 3.25-Y IV 5.36 5.36 V 5.54 -- Reserves I, II and III have matured. Level IV reflects grain entered after Oct 6, 1981 for feedgrain and after July 23, 1981 for wheat. Level V wheat/barley after 5/14/82, corn/sorghum after 7/1/82. Level VI covers wheat entered after January 19, 1984. X-1986 rates. Y-dlrs per CWT (100 lbs). n.a.-not available. Reuter ",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"USDA REPORTS CORN SOLD TO USSR, TAIWAN. The U.S. Agriculture Department said private U.S. exporters reported new sales of 900,000 tonnes of corn to the Soviet Union and 350,000 tonnes of corn switched from previously announced unknown destinations to the USSR. The corn is for delivery during the 1986/87 marketing year and under the fourth year of the U.S.-USSR Long Term Grain Supply Agreement, the USDA said. The department said exporters also reported corn sales of 143,000 tonnes for delivery to Taiwan, with 56,000 tonnes for shipment in the 1986/87 season and the balance for shipment in the 1987/88 year. The marketing year for corn began September 1. Sales of corn to the USSR for delivery during the fourth year of the agreement, which ends this September 30, now total 2.25 mln tonnes. Reuter ",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"U.S. EXPORT INSPECTIONS, IN THOUS BUSHELS SOYBEANS 13,417 WHEAT 12,003 CORN 27,623. ",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"USDA COMMENTS ON EXPORT SALES REPORT. Corn sales of 2,806,300 tonnes in the week ended March 19 were the highest level since mid-November, 1979, the U.S. Agriculture Department said. The department said the USSR dominated the week's activity with purchases of 1.4 mln tonnes (which were earlier reported under the daily reporting system). Other large increaes were posted for Japan and unknown destinations, it said. Taiwan purchased 296,300 tonnes for the 1986/87 season and 170,000 tonnes for the 1987/88 season, it said. Wheat sales of 317,200 tonnes for the current season and 125,000 tonnes for the 1987/88 season were down about one-third from the preceding week and the four-week average. Wheat sales to China of 60,000 tonnes were switched from 1986/87 to the 1987/88 season, it noted. Soybean sales of 483,100 tonnes were 11 pct above the prior week and two-thirds above the four-week average. Japan, the Netherlands, Mexico and Portugal were the main buyers, the department said. Soybean cake and meal sales of 289,400 tonnes were two-thirds above the previous week and the largest of the marketing year, with Venezuela the dominant purchaser. Sales activity in soybean oil resulted in decreases of 4,400 tonnes, as reductions for unknown destinations more than offset increases for Canada, the Dominican Republic and Panama, the department said. Cotton sales of 57,900 running bales -- 43,800 bales for the current year and 14,200 bales for the 1987/88 season -- were off 25 pct from the previous week and 50 pct from the four-week average. Turkey, Thailand, South Korea and Canada were the major buyers for the current season, while Thailand, Britain and Japan were the major purchasers from the upcoming season, the department said. Sorghum sales of 178,800 tonnes were two-thirds above the prior week and 75 pct over the four-week average. Venezuela was the leading buyer it said. Sales of 41,800 tonnes of barley were 10 times the previous week and 10 pct greater than the four-week average. Israel, Cyprus and Saudi Arabia were the main buyers, it said. Reuter ",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0
"EGYPT AUTHORIZED TO BUY PL 480 WHEAT FLOUR-USDA. Egypt has been authorized to purchase about 125,000 tonnes of U.S. wheat flour under an existing PL 480 agreement, the U.S. Agriculture Department said. It may buy the wheat flour, valued at 23.0 mln dlrs between April 8 and August 31, 1987 and ship it by September 30, the department said. Reuter ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"U.S. MARKET LOAN NOT THAT ATTRACTIVE-BOSCHWITZ. A marketing loan for U.S. wheat, feedgrains and soybeans would do nothing to help the surplus production situation and would be extremely costly, Sen. Rudy Boschwitz (R-Minn.) said. ""I think I would not support a marketing loan now,"" he told the House agriculture subcommittee on wheat, soybeans and feedgrains. Boschwitz was one of the original supporters of a marketing loan for cotton and rice, but has since focused support on decoupling legislation, the Boren/Boschwitiz bill. A market loan for grains and soybeans would encourage more production, especially in high-yielding areas, would be much more expensive than the current cotton and rice marketing loans and not increase exports significantly, he said. Reuter ",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
COCOA BUFFER STOCK RULES TO TAKE EFFECT IMMEDIATELY - DELEGATES. ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CSCE RESTRUCTURES COFFEE FUTURES DAILY LIMITS. The Coffee, Sugar and Cocoa Exchange has expanded the normal daily trading limit in Coffee ""C"" contracts to 6.0 cents a lb, from the previous 4.0 cents, effective today, the CSCE said. The new daily limits apply to all but the two nearby positions, currently May and July, which trade without limits. In addition, the 6.0 cent limit can be increased to 9.0 cents a lb if the first two limited months both make limit moves in the same direction for two consecutive sessions, according to the CSCE announcement. Before the rule change today, the CSCE required two days of limit moves in the first three restricted contracts before expanding the daily trading limit. Under new guidelines, if the first two restricted deliveries move the 6.0 cent limit for two days the Exchange will expand the limit. The expanded 9.0 cent limit will remain in effect until the settling prices on both of the first two limited months has not moved by more than the normal 6.0 cent limit for other contracts in two successive trading sessions, the CSCE said. Reuter ",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"LYNG HAS NO COMMENT ON WHEAT SUBSIDY TO SOVIETS. U.S. Agriculture Secretary Richard Lyng declined to confirm statements made today by a farm state congressman that the United States will offer subsidized wheat to the Soviet Union within the next 10 days to two weeks. When asked to clarify comments by Rep. Pat Roberts of Kansas that the administration would soon offer Export Enhancement wheat to the Soviet Union Lyng said, ""well it won't be today,"" and then added, ""we have no official comment one way or the other."" Lyng would not comment on whether a wheat subsidy offer to the USSR is under more active consideration at the USDA, saying that any remarks by him would be tantamount to an official announcement and could be construed inappropriately. Reuter ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"USDA DENIES CHANGES IN TEXAS GULF DIFFERENTIALS. No changes have been made or are being planned in the Agriculture Department's calculation of price differentials between interior grain locations and the Texas Gulf, a senior USDA official said. Ralph Klopfenstein, USDA deputy administrator for commodity operations, told Reuters, ""We do not anticipate any changes to be made"" in the Texas Gulf differentials used to calculate posted county prices for corn. ""We do not relate the Texas Gulf structure with the Louisiana Gulf structure at all. It's a totally different situation,"" he said. Rumors had circulated through the market this morning that USDA had widened Texas Gulf differentials in a similar manner to last weekend's adjustments with the Louisiana Gulf. Reuter ",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WORLD MARKET PRICE FOR UPLAND COTTON - USDA. The U.S. Agriculture Department announced the prevailing world market price, adjusted to U.S. quality and location, for Strict Low Middling, 1-1/16 inch upland cotton at 52.69 cts per lb, to be in effect through midnight March 5. The adjusted world price is at average U.S. producing locations (near Lubbock, Texas) and will be further adjusted for other qualities and locations. The price will be used in determining First Handler Cotton Certificate payment rates. Based on data for the week ended February 26, the adjusted world price for upland cotton is determined as follows, in cts per lb -- Northern European Price 66.32 Adjustments -- Average U.S. spot mkt location 10.42 SLM 1-1/16 inch cotton 1.80 Average U.S. location 0.53 Sum of adjustments 12.75 Adjusted world price 53.57 Reuter ",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"U.S. GRAIN CARLOADINGS FALL IN WEEK. U.S. grain carloadings totaled 25,744 cars in the week ended March 28, down 4.3 pct from the previous week but 41.6 pct above the corresponding week a year ago, the Association of American Railroads reported. Grain mill product loadings in the week totalled 10,920 cars, up 0.1 pct from the previous week and 12.7 pct above the same week a year earlier, the association said. Reuter ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EC SUGAR TENDER SAID TO MARK NO CHANGE IN POLICY. The maximum rebate granted at yesterday's European Community (EC) sugar tender marked no change in policy towards producers' complaints that they are losing money on exports outside the EC, EC commission sources said. They said this was despite the fact that the commission accepted over 785,000 tonnes of sugar into intervention yesterday from traders protesting that rebates are being set too low. The maximum rebate at yesterday's tender was 46.864 Ecus per 100 kilos, up from 45.678 Ecus the previous week. London traders said yesterday the rebate was the largest ever granted. The commission sources said today the increase was entirely explained by world market conditions. The amount by which the rebate fell short of what producers claim is needed to obtain an equivalent price to that for sales into intervention remained at 0.87 Ecus per 100 kilos, they said. Operators offered a total of 854,000 tonnes of sugar into intervention last month to protest at rebates which they said were too low. The sources said about 706,470 tonnes of French sugar and 79,000 tonnes of German sugar had been accepted, the remainder being rejected as of too low quality. The sources noted the operators could withdraw their offers in the five week period between the acceptance of the sugar and payment for it. They said they saw no sign of planned withdrawals as yet, adding that they would expect operators to wait another week or two to review commission policy before making up their minds. The sources said the commission felt entitled to offer rebates at slightly below the level theoretically justifiable in the light of its 1987/88 farm price package proposal to reduce guaranteed prices for sugar by two pct from the start of the new season in July. REUTER ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"CUBA SUGAR CROP SEEN AT LEAST SAME AS LAST YEAR. Cuban sugar export figures for January suggest that this year's crop may be at least as large as last year's 7.35 mln tonnes, according to sugar analysts. Exports in January totalled 733,000 tonnes raw value, up from 725,000 a year earlier, according to figures received by the International Sugar Organization. January is the first major export month and the figures thus give a good indication of the current crop, they said. Fourth quarter exports fell to 622,000 tonnes from 909,000 tonnes a year earlier, but this was because Cuba was destocking at the end of 1985, they added. Trade house C Czarnikow recently estimated production this year at 7.50 mln tonnes. Cuban sugar production in the third quarter of 1986 was 12,000 tonnes, giving a final 1985/86 crop total of 7.35 mln tonnes, compared with a 1984/85 crop of 8.10 mln tonnes. There is normally no third quarter production in Cuba, but a hurricane meant that last year's crop was extended. Exports to the USSR were substantially down in January at 362,000 tonnes from 489,000 in January 1986, but other Comecon countries received 210,000 tonnes, against 80,000 tonnes in the same month last year, figures received by the ISO show. Bulgaria, Czechoslovakia, Poland and Romania all took substantially more Cuban sugar. Cuba's November 1986 exports totalled 158,000 tonnes, compared with 190,000 tonnes in 1985, and December's total was 237,000 tonnes, down from 518,000 tonnes the year before. Calendar year exports for 1986 were also lower at 6.69 mln tonnes against 7.21 mln in 1985 -- the lowest level since 1980's 6.19 mln tonnes, the figures show. Reuter ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"CERTIFICATED COTTON STOCKS. Certificated cotton stocks deliverable on the New York Cotton Exchange No 2 cotton futures contract as of March 31 were reported at 36,659 bales, unchanged from the previous day's figure. There were no bales awaiting review and 985 bales awaiting decertification. Reuter ",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BEGHIN-SAY NOT PLANNING TO WITHDRAW SUGAR. French sugar producer Beghin-Say is not currently planning to withdraw the sugar it has placed into intervention, despite the exceptionally high rebate awarded at this week's European Community (EC) sugar tender, Beghin-Say President Jean-Marc Vernes told Reuters. The maximum rebate of 46.864 Ecus per 100 kilos on Wednesday was the largest ever granted, according to traders. Vernes said he was satisfied the European Commission has started to move in the right direction, but said his company had no plans to change its decision to put sugar into intervention. But Vernes said he hoped that in the next few weeks a final agreement would be reached with the commission which would allow operators to withdraw the sugar from intervention. European operators offered 854,000 tonnes of sugar into intervention to protest about export rebates which they say are too low. Over 785,000 tonnes of this sugar was accepted by the commission on Wednesday, according to commission sources. Under EC regulations, however, operators have another four to five weeks to withdraw the sugar from intervention before payment is made for it. A total of 706,470 tonnes of French sugar and 79,000 tonnes of West German sugar has been accepted into intervention, trade sources said here. This amount represents about a third of annual EC exports to non-EC countries. Beghin-Say declined to specify the amount of sugar it had offered into intervention, but said it was below 500,000 tonnes. Producers say they have been losing 2.5 to 3.0 Ecus on every 100 kilos exported due to the failure of rebates to fully bridge the gap between EC and world prices. Wednesday's rebate was 0.87 Ecus short of what producers say is needed to get an equivalent price to that for sales into intervention, traders said. Vernes said operators hope to get a rebate which equates to the full intervention price and said Wednesday's tender was a step in the right direction. Sugar producers here said the volume of sugar authorised for export since the begining of the current campaign had been inadequate and that more should be exported now to compensate. Trade sources said new regulations governing export rebates, which are due to be adopted shortly, may smooth the path for the commission to award larger export rebates in future. One source at a leading French sugar house said it seemed the commission had understood the protest action and was now moving towards adapting the situation accordingly, thereby allowing the operators to withdraw their sugar from intervention once they got satisfaction. REUTER ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"BANGLADESH SUGAR PRODUCTION ALMOST DOUBLES. Bangladesh's sugar production increased by nearly 60,000 tonnes over last year's season to total 140,000 tonnes at the end of this year's season, the Sugar and Food Industries Corp said. The increased output will enable Bangladesh to cut imports. Corporation officials told Reuters the country has already imported 37,000 tonnes of sugar and will buy 113,000 tonnes more to make up shortfall in the 1986/87 year ending June 30. Imports in 1985/86 totalled 224,000 tonnes, of which nearly 100,000 tonnes are still in stock, they said without giving further details. REUTER ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"SOUTHEAST CHINA CROPS SAVED BY HEAVY RAIN. The heaviest rains for seven months are believed to have saved more than one mln hectares of drought-threatened crops in southeast China, the official New China News Agency said. This week's rains have alleviated drought conditions in Guangdong Province, the agency said. China has warned that this year's harvest will be affected by drought in many areas. REUTER ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
